کانسپت,برند,دسته,آیتم,قیمت (تومان)
کافه,رئیس,,1 - دبل اسپرسو,269000
کافه,رئیس,,1 - رئیس اسپرسو,249000
کافه,رئیس,,آمریکانو آمریکانو بزرگ,269000
کافه,رئیس,,1 - آمریکانو کوچک,228000
کافه,رئیس,,کافه رئیس بزرگ,339000
کافه,رئیس,,کافه رئیس کوچک,286000
کافه,رئیس,,کافی کریم بزرگ,309000
کافه,رئیس,,کافی کریم کوچک,269000
کافه,رئیس,,زنجبیل عسل دارچین بزرگ,360000
کافه,رئیس,,زنجبیل عسل دارچین کوچک,330000
کافه,رئیس,,لاته بزرگ (نوشیدنی شیرین),420000
کافه,رئیس,,لاته کوچک (نوشیدنی شیرین),370000
کافه,رئیس,,کافه لاته بزرگ,340000
کافه,رئیس,,کافه لاته کوچک,290000
کافه,رئیس,,بیسکو لاته بزرگ,380000
کافه,رئیس,,کاپوچینو بزرگ (نوشیدنی شیرین),420000
کافه,رئیس,,کاپوچینو کوچک (نوشیدنی شیرین),370000
کافه,رئیس,,1 - کاپوچینو بزرگ,340000
کافه,رئیس,,1 - کاپوچینو کوچک,290000
کافه,رئیس,,کارامل ماکیاتو بزرگ,400000
کافه,رئیس,,کارامل ماکیاتو کوچک,340000
کافه,رئیس,,موکا کافه موکا بزرگ,420000
کافه,رئیس,,کافه موکا کوچک,370000
کافه,رئیس,,1 - موکاچینو بزرگ,400000
کافه,رئیس,,1 - موکاچینو کوچک,340000
کافه,رئیس,,موکا مینت بزرگ,420000
کافه,رئیس,,موکا مینت کوچک,350000
کافه,رئیس,,1 - کورتادو کورتادو,320000
کافه,رئیس,,قهوه اسپشیالتی اسپرسو اسپشیالتی,520000
کافه,رئیس,,1 - لته اسپشیالتی,600000
کافه,رئیس,,1 - کاپوچینو اسپشیالتی,600000
کافه,رئیس,,اسپرسو ماکیاتو اسپشیالتی,530000
کافه,رئیس,,1 - آمریکانو اسپشیالتی,520000
کافه,رئیس,,آیس آمریکانو اسپشیالتی,520000
کافه,رئیس,,آیس لاته اسپشیالتی,600000
کافه,رئیس,,پروتئین شیک پروتئین,480000
کافه,رئیس,,لاته پروتئین بزرگ,450000
کافه,رئیس,,سیب داغ با خامه,260000
کافه,رئیس,,با خامه و دارچین,260000
کافه,رئیس,,سیب داغ با دارچین,230000
کافه,رئیس,,1 - شیر گرم,200000
کافه,رئیس,,گلدن میلک بزرگ,260000
کافه,رئیس,,گلدن میلک کوچک,230000
کافه,رئیس,,هات چاکلت بزرگ,340000
کافه,رئیس,,هات چاکلت پینات بزرگ,360000
کافه,رئیس,,هات چاکلت پینات کوچک,310000
کافه,رئیس,,هات چاکلت کوچک,290000
کافه,رئیس,,هات چاکلت مارشملو بزرگ,360000
کافه,رئیس,,هات چاکلت مارشملو کوچک,310000
کافه,رئیس,,شیر عسل دارچین بزرگ,260000
کافه,رئیس,,شیر عسل دارچین کوچک,230000
کافه,رئیس,,1 - لیمو جین,210000
کافه,رئیس,,مینت چاکلت کوچک,330000
کافه,رئیس,,مینت چاکلت بزرگ,350000
کافه,رئیس,,نوشیدنی سرد آیریش توئیست,240000
کافه,رئیس,,1 - لایم لمون,345000
کافه,رئیس,,استرابری ( ترش ),425000
کافه,رئیس,,1 - اسپرسو توئیست,290000
کافه,رئیس,,آیس لمون تی,320000
کافه,رئیس,,1 - پشن توئیست,300000
کافه,رئیس,,آیس کافی آیس آمریکانو,269000
کافه,رئیس,,آیس آمریکانو کوچک,228000
کافه,رئیس,,رئیس لاته (نوشیدنی شیرین),420000
کافه,رئیس,,آیس کارامل ماکیاتو,400000
کافه,رئیس,,آیس کارامل ماکیاتو کوچک,340000
کافه,رئیس,,آیس کافه رئیس,339000
کافه,رئیس,,آیس کافه رئیس کوچک,286000
کافه,رئیس,,1 - آیس لاته,340000
کافه,رئیس,,آیس لاته کوچک,290000
کافه,رئیس,,1 - آیس موکا,400000
کافه,رئیس,,آیس موکا کوچک,340000
کافه,رئیس,,فراپه فراپه شکلات,290000
کافه,رئیس,,1 - فراپه کارامل,290000
کافه,رئیس,,ماچا چای ماچا کوچک,290000
کافه,رئیس,,چای ماچا بزرگ,325000
کافه,رئیس,,ماچا لاته کوچک,325000
کافه,رئیس,,ماچا لاته بزرگ,370000
کافه,رئیس,,آیس ماچا لته,370000
کافه,رئیس,,آیس ماچا لاته کوچک,325000
کافه,رئیس,,1 - گلاسه ماچا,370000
کافه,رئیس,,1 - شیک ماچا,400000
کافه,رئیس,,+ 1 - ماچاگاتو,370000
کافه,رئیس,,منوی کودک بیبی چینو,215000
کافه,رئیس,,1 - میلو کوچک,230000
کافه,رئیس,,1 - میلو بزرگ,260000
کافه,رئیس,,شیک شیک بادام زمینی,340000
کافه,رئیس,,شیک توت فرنگی,450000
کافه,رئیس,,شیک شکلات فندقی,350000
کافه,رئیس,,شکلات فندقی توت فرنگی,435000
کافه,رئیس,,شیک شکلات فندقی موز,380000
کافه,رئیس,,شیک شکلات نعنا,340000
کافه,رئیس,,1 - شیک قهوه,340000
کافه,رئیس,,1 - فرنچ وانیل,330000
کافه,رئیس,,گلاسه توت فرنگی,300000
کافه,رئیس,,میلک شیک نوتلا,360000
کافه,رئیس,,میلک شیک نوتلا موز,390000
کافه,رئیس,,1 - بیسکو شیک,350000
کافه,رئیس,,1 - دسر آفوگاتو,260000
کافه,رئیس,,برانی با بستنی وانیلی,340000
کافه,رئیس,,+ 1 - بستنی,290000
کافه,رئیس,,پای سیب بستنی,340000
کافه,رئیس,,1 - کافه گلاسه,340000
کافه,رئیس,,+ 1 - بیسکوگاتو,340000
کافه,رئیس,,1 - بیسکو گلاسه,370000
کافه,رئیس,,1 - وافل وافل,250000
کافه,رئیس,,1 - کرپ کرپ,250000
کافه,رئیس,,تست تخم مرغ بره,400000
کافه,رئیس,,سمیت پنیر و گردو,450000
کافه,رئیس,,کره بادام زمینی عسل,290000
کافه,رئیس,,بادام زمینی و موز,330000
کافه,رئیس,,1 - اسکرمبل اسفناج,420000
کافه,رئیس,,لوف باتر دیت,320000
کافه,رئیس,,پنینی مرغ و اسفناج,500000
کافه,رئیس,,سمیت بره بوقلمون,540000
کافه,رئیس,,1 - سمیت بوقلمون,500000
کافه,رئیس,,1 - ساندویچ باترچیکن,490000
کافه,رئیس,,ساندویچ بوقلمون روکولا,490000
کافه,رئیس,,مرغ و پستو پسته,460000
کافه,رئیس,,دمنوش چای دارجیلینگ ساده,195000
کافه,رئیس,,چای عطری رئیس,195000
کافه,رئیس,,چای ماسالا بزرگ,299000
کافه,رئیس,,چای ماسالا کوچک,269000
کافه,رئیس,,دمنوش نعنا رئیس,190000
کافه,رئیس,,سیب و دارچین رئیس,190000
کافه,رئیس,,دمنوش گل گاوزبان رئیس,190000
کافه,رئیس,,چای سبز رئیس,190000
کافه,رئیس,,دمنوش ماسالا رئیس,190000
کافه,رئیس,,دمنوش زعفران رئیس,200000
کافه,رئیس,,پای سیب لقمه ای,145000
کافه,رئیس,,پای سیب و آلبالو,350000
کافه,رئیس,,تمام شده پینات بار,299000
کافه,رئیس,,تارت سیب و کارامل,440000
کافه,رئیس,,1 - گرانولا بار,245000
کافه,رئیس,,1 - ماربل برانی,310000
کافه,رئیس,,چیز کیک سن سباستین,340000
کافه,رئیس,,بادام زمینی سایز کوچک,160000
کافه,رئیس,,بادام زمینی سایز بزرگ,250000
کافه,رئیس,,بادام و تخم کدو,240000
کافه,رئیس,,بار نارگیل و بادام,240000
کافه,رئیس,,1 - موس شکلات,360000
کافه,رئیس,,کیک سیب و گردو,420000
کافه,رئیس,,کوکی بیسکاتی شکلات فندق,110000
کافه,رئیس,,1 - کوکی ماچا,130000
کافه,رئیس,,کوکی پسته رزماری,140000
کافه,رئیس,,کوکی دابل چاکلت,160000
کافه,رئیس,,پک بیسکاتی شکلات فندق,160000
کافه,رئیس,,دارچین - بدون خامه,110000
کافه,رئیس,,گالن آمریکانو سرد,110000
کافه,رئیس,,گالن چای ماسالا,125000
کافه,رئیس,,گالن رئیس لاته سرد,147000
کافه,رئیس,,گالن فلت وایت,132000
کافه,رئیس,,فلت وایت - دارچینی,132000
کافه,رئیس,,فلت وایت - زنجبیلی,140000
کافه,رئیس,,گالن کارامل ماکیاتو سرد,140000
کافه,رئیس,,گالن کافه رئیس سرد,130000
کافه,رئیس,,گالن لاته سرد,130000
کافه,رئیس,,گالن موکا سرد,140000
کافه,رئیس,,گالن هات چاکلت,125000
کافه,رئیس,,اسپرسو بلند 250 گرمی,210000
کافه,رئیس,,اسپرسو بلند 1 کیلوگرمی,800000
کافه,رئیس,,اسپرسو رست 250 گرمی,180000
کافه,رئیس,,اسپرسو رست 1 کیلوگرمی,690000
کافه,رئیس,,ایتالین رست 250 گرمی,190000
کافه,رئیس,,ایتالین رست 1 کیلوگرمی,740000
کافه,رئیس,,رئیس بلند 250 گرمی,290000
کافه,رئیس,,رئیس بلند 1 کیلوگرمی,1140000
کافه,رئیس,,قهوه ترک 250 گرمی,700000
کافه,رئیس,,کلمبیا مدیوم 250 گرمی,230000
کافه,رئیس,,قهوه گواتمالا 250 گرمی,370000
کافه,رئیس,,هاوس بلند 250 گرمی,220000
کافه,رئیس,,هاوس بلند 1 کیلوگرمی,860000
کافه,رئیس,,بگ کلمبیا 250 cc,500000
کافه,رئیس,,بگ کلمبیا 400 cc,600000
کافه,رئیس,,بگ کلمبیا 1000 cc,100000
کافه,رئیس,,بگ هاوس بلند-1 لیتری,700000
کافه,رئیس,,هاوس بلند-400 سی سی,500000
کافه,رئیس,,بلند- 250 سی سی,400000
کافه,رئیس,,بگ فرنچ بلند-1 لیتری,900000
کافه,رئیس,,فرنچ بلند-400 سی سی,500000
کافه,رئیس,,بگ تهران رست-1 لیتری,800000
کافه,رئیس,,تهران رست-400 سی سی,500000
کافه,رئیس,,رست- 250 سی سی,400000
کافه,رئیس,,رست - 1 کیلوگرمی,630000
کافه,رئیس,,قهوه گواتمالا 1 کیلوگرمی,1460000
کافه,رئیس,,معدنی 500 سی سی,20000
کافه,رئیس,,08:00 تا 22:00 021,22663678
کافه,کای کافه,پرطرفدارها,امریکانو متوسط,257000
کافه,کای کافه,پرطرفدارها,لته متوسط,297000
کافه,کای کافه,پرطرفدارها,موکا متوسط,337000
کافه,کای کافه,پرطرفدارها,کروسان پنیر خیار,297000
کافه,کای کافه,پرطرفدارها,اسکرامبل اگ بیکن,357000
کافه,کای کافه,پرطرفدارها,مافین سوسیس تخم مرغ,337000
کافه,کای کافه,پرطرفدارها,آیس لته,297000
کافه,کای کافه,پرطرفدارها,آیس کارامل ماکیاتو,337000
کافه,کای کافه,اسپرسو بیس,کاپوچینو متوسط,297000
کافه,کای کافه,اسپرسو بیس,کارامل ماکیاتو متوسط,337000
کافه,کای کافه,اسپرسو بیس,پامکین اسپایس لته,357000
کافه,کای کافه,اسپرسو بیس,لوتوس لته,347000
کافه,کای کافه,صبحانه,کروسان موز و شکلات,387000
کافه,کای کافه,صبحانه,اسکرامبل اگ اسفناج,337000
کافه,کای کافه,صبحانه,ماست گرانولا,377000
کافه,کای کافه,صبحانه,مافین بیکن,337000
کافه,کای کافه,صبحانه,مافین تخم مرغ و پنیر,337000
کافه,کای کافه,صبحانه,تست شکلات توت فرنگی,377000
کافه,کای کافه,صبحانه,تست موز کره بادام زمینی,377000
کافه,کای کافه,صبحانه,تست تخم مرغ و اسفناج,327000
کافه,کای کافه,صبحانه,تست آووکادو,877000
کافه,کای کافه,نوشیدنی گرم,هات چاکلت متوسط,297000
کافه,کای کافه,نوشیدنی گرم,ماچا لته متوسط,347000
کافه,کای کافه,نوشیدنی گرم,چای پامکین اسپایس لته,327000
کافه,کای کافه,نوشیدنی گرم,ماچا پامکین,347000
کافه,کای کافه,شیرینی,کروسان بادام,327000
کافه,کای کافه,شیرینی,کوکی دبل چاکلت,177000
کافه,کای کافه,شیرینی,کوکی بادام زمینی,177000
کافه,کای کافه,شیرینی,چاکلت توئیست,227000
کافه,کای کافه,شیرینی,کروسان کره ای,207000
کافه,کای کافه,شیرینی,رول دارچین,257000
کافه,کای کافه,شیرینی,لافایت سوپریوم نوتلا,397000
کافه,کای کافه,شیرینی,لافایت سوپریوم پسته,397000
کافه,کای کافه,شیرینی,کوکی جو کرنبری,177000
کافه,کای کافه,شیرینی,کوکی شکلات گردو,177000
کافه,کای کافه,شیرینی,رول شکلات فندق,277000
کافه,کای کافه,شیرینی,سن سباستین کای,327000
کافه,کای کافه,شیرینی,کوکی مارشملو,177000
کافه,کای کافه,شیرینی,پن سوییس,217000
